"","inferred location","true location","sites","error","m10","missingindex","Genotype","lost_rate","lost_br","MO"
"1862","12","39","40","0.2","0.01","0","Ternary","0","0","MO"
"1863","7","38","40","0.2","0.01","0","Ternary","0","0","MO"
"1864","14","39","40","0.2","0.01","0","Ternary","0","0","MO"
"1865","6","40","40","0.2","0.01","0","Ternary","0","0","MO"
"1866","6","39","40","0.2","0.01","0","Ternary","0","0","MO"
"1867","14","38","40","0.2","0.01","0","Ternary","0","0","MO"
"1868","17","39","40","0.2","0.01","0","Ternary","0","0","MO"
"1869","13","40","40","0.2","0.01","0","Ternary","0","0","MO"
"1870","18","39","40","0.2","0.01","0","Ternary","0","0","MO"
"1871","8","39","40","0.2","0.01","0","Ternary","0","0","MO"
"1872","13","39","40","0.2","0.01","0","Ternary","0","0","MO"
"1873","14","39","40","0.2","0.01","0","Ternary","0","0","MO"
"1874","13","40","40","0.2","0.01","0","Ternary","0","0","MO"
"1875","12","40","40","0.2","0.01","0","Ternary","0","0","MO"
"1876","14","36","40","0.2","0.01","0","Ternary","0","0","MO"
"1877","12","40","40","0.2","0.01","0","Ternary","0","0","MO"
"1878","13","39","40","0.2","0.01","0","Ternary","0","0","MO"
"1879","10","36","40","0.2","0.01","0","Ternary","0","0","MO"
"1880","12","37","40","0.2","0.01","0","Ternary","0","0","MO"
"1881","6","40","40","0.2","0.01","0","Ternary","0","0","MO"
"1882","12","38","40","0.2","0.01","0","Ternary","0","0","MO"
"1883","8","39","40","0.2","0.01","0","Ternary","0","0","MO"
"1884","13","40","40","0.2","0.01","0","Ternary","0","0","MO"
"1885","13","38","40","0.2","0.01","0","Ternary","0","0","MO"
"1886","7","38","40","0.2","0.01","0","Ternary","0","0","MO"
"1887","10","39","40","0.2","0.01","0","Ternary","0","0","MO"
"1888","10","40","40","0.2","0.01","0","Ternary","0","0","MO"
"1889","8","39","40","0.2","0.01","0","Ternary","0","0","MO"
"1890","7","39","40","0.2","0.01","0","Ternary","0","0","MO"
"1891","6","38","40","0.2","0.01","0","Ternary","0","0","MO"
"1892","12","39","40","0.2","0.01","0","Ternary","0","0","MO"
"1893","12","38","40","0.2","0.01","0","Ternary","0","0","MO"
"1894","9","39","40","0.2","0.01","0","Ternary","0","0","MO"
"1895","14","40","40","0.2","0.01","0","Ternary","0","0","MO"
"1896","8","40","40","0.2","0.01","0","Ternary","0","0","MO"
"1897","12","40","40","0.2","0.01","0","Ternary","0","0","MO"
"1898","7","37","40","0.2","0.01","0","Ternary","0","0","MO"
"1899","11","40","40","0.2","0.01","0","Ternary","0","0","MO"
"1900","7","39","40","0.2","0.01","0","Ternary","0","0","MO"
"1901","12","34","40","0.2","0.1","0","Ternary","0","0","MO"
"1902","7","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1903","5","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1904","6","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1905","13","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1906","12","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1907","12","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1908","8","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1909","13","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1910","8","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1911","11","37","40","0.2","0.1","0","Ternary","0","0","MO"
"1912","16","37","40","0.2","0.1","0","Ternary","0","0","MO"
"1913","9","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1914","11","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1915","11","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1916","4","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1917","14","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1918","7","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1919","11","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1920","6","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1921","10","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1922","12","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1923","10","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1924","7","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1925","11","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1926","5","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1927","9","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1928","11","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1929","13","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1930","11","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1931","8","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1932","10","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1933","10","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1934","7","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1935","7","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1936","17","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1937","10","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1938","12","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1939","10","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1940","19","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1941","14","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1942","10","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1943","5","34","40","0.2","0.1","0","Ternary","0","0","MO"
"1944","13","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1945","14","37","40","0.2","0.1","0","Ternary","0","0","MO"
"1946","11","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1947","16","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1948","13","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1949","14","37","40","0.2","0.1","0","Ternary","0","0","MO"
"1950","20","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1951","6","37","40","0.2","0.1","0","Ternary","0","0","MO"
"1952","15","35","40","0.2","0.1","0","Ternary","0","0","MO"
"1953","10","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1954","12","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1955","10","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1956","17","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1957","16","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1958","5","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1959","7","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1960","10","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1961","7","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1962","11","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1963","4","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1964","7","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1965","11","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1966","10","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1967","10","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1968","16","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1969","15","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1970","16","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1971","4","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1972","8","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1973","13","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1974","11","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1975","5","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1976","17","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1977","11","37","40","0.2","0.1","0","Ternary","0","0","MO"
"1978","10","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1979","11","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1980","10","37","40","0.2","0.1","0","Ternary","0","0","MO"
"1981","10","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1982","9","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1983","8","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1984","12","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1985","9","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1986","6","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1987","8","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1988","11","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1989","11","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1990","9","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1991","7","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1992","12","38","40","0.2","0.1","0","Ternary","0","0","MO"
"1993","9","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1994","7","39","40","0.2","0.1","0","Ternary","0","0","MO"
"1995","9","37","40","0.2","0.1","0","Ternary","0","0","MO"
"1996","3","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1997","14","40","40","0.2","0.1","0","Ternary","0","0","MO"
"1998","7","37","40","0.2","0.1","0","Ternary","0","0","MO"
"1999","14","39","40","0.2","0.1","0","Ternary","0","0","MO"
"2000","9","39","40","0.2","0.1","0","Ternary","0","0","MO"
"2001","11","38","40","0.2","1","0","Ternary","0","0","MO"
"2002","4","37","40","0.2","1","0","Ternary","0","0","MO"
"2003","11","39","40","0.2","1","0","Ternary","0","0","MO"
"2004","13","37","40","0.2","1","0","Ternary","0","0","MO"
"2005","8","39","40","0.2","1","0","Ternary","0","0","MO"
"2006","12","40","40","0.2","1","0","Ternary","0","0","MO"
"2007","12","38","40","0.2","1","0","Ternary","0","0","MO"
"2008","9","37","40","0.2","1","0","Ternary","0","0","MO"
"2009","10","38","40","0.2","1","0","Ternary","0","0","MO"
"2010","8","40","40","0.2","1","0","Ternary","0","0","MO"
"2011","7","38","40","0.2","1","0","Ternary","0","0","MO"
"2012","12","39","40","0.2","1","0","Ternary","0","0","MO"
"2013","5","38","40","0.2","1","0","Ternary","0","0","MO"
"2014","9","40","40","0.2","1","0","Ternary","0","0","MO"
"2015","9","40","40","0.2","1","0","Ternary","0","0","MO"
"2016","9","40","40","0.2","1","0","Ternary","0","0","MO"
"2017","7","38","40","0.2","1","0","Ternary","0","0","MO"
"2018","14","39","40","0.2","1","0","Ternary","0","0","MO"
"2019","5","39","40","0.2","1","0","Ternary","0","0","MO"
"2020","12","38","40","0.2","1","0","Ternary","0","0","MO"
"2021","5","38","40","0.2","1","0","Ternary","0","0","MO"
"2022","12","40","40","0.2","1","0","Ternary","0","0","MO"
"2023","11","39","40","0.2","1","0","Ternary","0","0","MO"
"2024","9","38","40","0.2","1","0","Ternary","0","0","MO"
"2025","14","39","40","0.2","1","0","Ternary","0","0","MO"
"2026","13","39","40","0.2","1","0","Ternary","0","0","MO"
"2027","10","40","40","0.2","1","0","Ternary","0","0","MO"
"2028","14","38","40","0.2","1","0","Ternary","0","0","MO"
"2029","12","40","40","0.2","1","0","Ternary","0","0","MO"
"2030","9","40","40","0.2","1","0","Ternary","0","0","MO"
"2031","7","40","40","0.2","1","0","Ternary","0","0","MO"
"2032","6","37","40","0.2","1","0","Ternary","0","0","MO"
"2033","7","39","40","0.2","1","0","Ternary","0","0","MO"
"2034","5","38","40","0.2","1","0","Ternary","0","0","MO"
"2035","9","39","40","0.2","1","0","Ternary","0","0","MO"
"2036","6","39","40","0.2","1","0","Ternary","0","0","MO"
"2037","13","40","40","0.2","1","0","Ternary","0","0","MO"
"2038","3","38","40","0.2","1","0","Ternary","0","0","MO"
"2039","8","38","40","0.2","1","0","Ternary","0","0","MO"
"2040","9","38","40","0.2","1","0","Ternary","0","0","MO"
"2041","9","39","40","0.2","1","0","Ternary","0","0","MO"
"2042","13","38","40","0.2","1","0","Ternary","0","0","MO"
"2043","8","39","40","0.2","1","0","Ternary","0","0","MO"
"2044","7","40","40","0.2","1","0","Ternary","0","0","MO"
"2045","11","39","40","0.2","1","0","Ternary","0","0","MO"
"2046","14","40","40","0.2","1","0","Ternary","0","0","MO"
"2047","7","39","40","0.2","1","0","Ternary","0","0","MO"
"2048","7","39","40","0.2","1","0","Ternary","0","0","MO"
"2049","7","38","40","0.2","1","0","Ternary","0","0","MO"
"2050","14","40","40","0.2","1","0","Ternary","0","0","MO"
"2051","11","39","40","0.2","1","0","Ternary","0","0","MO"
"2052","14","38","40","0.2","1","0","Ternary","0","0","MO"
"2053","6","38","40","0.2","1","0","Ternary","0","0","MO"
"2054","6","37","40","0.2","1","0","Ternary","0","0","MO"
"2055","9","40","40","0.2","1","0","Ternary","0","0","MO"
"2056","13","40","40","0.2","1","0","Ternary","0","0","MO"
"2057","15","37","40","0.2","1","0","Ternary","0","0","MO"
"2058","9","40","40","0.2","1","0","Ternary","0","0","MO"
"2059","12","39","40","0.2","1","0","Ternary","0","0","MO"
"2060","11","39","40","0.2","1","0","Ternary","0","0","MO"
"2061","12","40","40","0.2","1","0","Ternary","0","0","MO"
"2062","6","39","40","0.2","1","0","Ternary","0","0","MO"
"2063","11","39","40","0.2","1","0","Ternary","0","0","MO"
"2064","9","38","40","0.2","1","0","Ternary","0","0","MO"
"2065","7","38","40","0.2","1","0","Ternary","0","0","MO"
"2066","11","40","40","0.2","1","0","Ternary","0","0","MO"
"2067","10","39","40","0.2","1","0","Ternary","0","0","MO"
"2068","9","40","40","0.2","1","0","Ternary","0","0","MO"
"2069","10","40","40","0.2","1","0","Ternary","0","0","MO"
"2070","9","38","40","0.2","1","0","Ternary","0","0","MO"
"2071","5","39","40","0.2","1","0","Ternary","0","0","MO"
"2072","8","40","40","0.2","1","0","Ternary","0","0","MO"
"2073","6","38","40","0.2","1","0","Ternary","0","0","MO"
"2074","13","40","40","0.2","1","0","Ternary","0","0","MO"
"2075","10","40","40","0.2","1","0","Ternary","0","0","MO"
"2076","16","37","40","0.2","1","0","Ternary","0","0","MO"
"2077","10","37","40","0.2","1","0","Ternary","0","0","MO"
"2078","9","40","40","0.2","1","0","Ternary","0","0","MO"
"2079","8","38","40","0.2","1","0","Ternary","0","0","MO"
"2080","12","40","40","0.2","1","0","Ternary","0","0","MO"
"2081","8","38","40","0.2","1","0","Ternary","0","0","MO"
"2082","9","39","40","0.2","1","0","Ternary","0","0","MO"
"2083","13","39","40","0.2","1","0","Ternary","0","0","MO"
"2084","6","38","40","0.2","1","0","Ternary","0","0","MO"
"2085","7","37","40","0.2","1","0","Ternary","0","0","MO"
"2086","6","39","40","0.2","1","0","Ternary","0","0","MO"
"2087","5","39","40","0.2","1","0","Ternary","0","0","MO"
"2088","9","39","40","0.2","1","0","Ternary","0","0","MO"
"2089","7","39","40","0.2","1","0","Ternary","0","0","MO"
"2090","13","40","40","0.2","1","0","Ternary","0","0","MO"
"2091","2","39","40","0.2","1","0","Ternary","0","0","MO"
"2092","7","38","40","0.2","1","0","Ternary","0","0","MO"
"2093","11","39","40","0.2","1","0","Ternary","0","0","MO"
"2094","8","38","40","0.2","1","0","Ternary","0","0","MO"
"2095","14","36","40","0.2","1","0","Ternary","0","0","MO"
"2096","10","36","40","0.2","1","0","Ternary","0","0","MO"
"2097","13","37","40","0.2","1","0","Ternary","0","0","MO"
"2098","6","39","40","0.2","1","0","Ternary","0","0","MO"
"2099","13","38","40","0.2","1","0","Ternary","0","0","MO"
"2100","10","38","40","0.2","1","0","Ternary","0","0","MO"
"2101","7","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2102","2","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2103","6","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2104","7","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2105","3","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2106","5","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2107","6","39","40","0.4","0.01","0","Ternary","0","0","MO"
"2108","7","39","40","0.4","0.01","0","Ternary","0","0","MO"
"2109","5","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2110","7","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2111","3","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2112","2","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2113","5","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2114","11","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2115","8","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2116","7","39","40","0.4","0.01","0","Ternary","0","0","MO"
"2117","6","39","40","0.4","0.01","0","Ternary","0","0","MO"
"2118","9","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2119","2","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2120","4","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2121","7","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2122","1","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2123","16","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2124","12","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2125","1","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2126","5","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2127","3","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2128","1","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2129","6","39","40","0.4","0.01","0","Ternary","0","0","MO"
"2130","7","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2131","1","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2132","4","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2133","4","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2134","4","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2135","3","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2136","4","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2137","7","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2138","10","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2139","5","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2140","1","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2141","7","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2142","3","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2143","3","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2144","2","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2145","7","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2146","10","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2147","15","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2148","3","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2149","5","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2150","3","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2151","7","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2152","6","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2153","6","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2154","10","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2155","7","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2156","6","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2157","3","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2158","8","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2159","6","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2160","6","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2161","5","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2162","5","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2163","1","39","40","0.4","0.01","0","Ternary","0","0","MO"
"2164","8","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2165","8","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2166","8","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2167","5","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2168","8","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2169","8","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2170","8","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2171","9","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2172","8","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2173","9","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2174","3","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2175","4","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2176","2","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2177","9","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2178","10","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2179","4","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2180","3","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2181","3","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2182","9","39","40","0.4","0.01","0","Ternary","0","0","MO"
"2183","5","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2184","3","39","40","0.4","0.01","0","Ternary","0","0","MO"
"2185","3","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2186","0","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2187","7","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2188","5","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2189","2","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2190","3","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2191","9","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2192","6","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2193","9","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2194","11","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2195","9","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2196","10","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2197","6","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2198","3","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2199","4","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2200","8","40","40","0.4","0.01","0","Ternary","0","0","MO"
"2201","7","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2202","2","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2203","4","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2204","10","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2205","8","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2206","3","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2207","2","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2208","10","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2209","6","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2210","3","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2211","5","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2212","6","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2213","7","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2214","10","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2215","12","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2216","6","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2217","3","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2218","9","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2219","2","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2220","6","38","40","0.4","0.1","0","Ternary","0","0","MO"
"2221","8","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2222","4","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2223","10","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2224","10","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2225","7","39","40","0.4","0.1","0","Ternary","0","0","MO"
"2226","6","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2227","6","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2228","4","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2229","4","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2230","4","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2231","3","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2232","1","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2233","2","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2234","3","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2235","9","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2236","5","39","40","0.4","0.1","0","Ternary","0","0","MO"
"2237","5","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2238","6","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2239","8","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2240","3","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2241","4","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2242","6","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2243","7","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2244","4","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2245","7","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2246","4","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2247","15","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2248","6","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2249","4","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2250","7","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2251","5","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2252","5","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2253","5","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2254","11","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2255","5","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2256","5","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2257","6","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2258","9","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2259","7","39","40","0.4","0.1","0","Ternary","0","0","MO"
"2260","6","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2261","4","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2262","7","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2263","3","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2264","2","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2265","8","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2266","4","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2267","4","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2268","15","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2269","10","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2270","4","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2271","10","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2272","1","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2273","8","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2274","4","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2275","6","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2276","2","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2277","6","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2278","5","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2279","4","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2280","8","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2281","8","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2282","6","39","40","0.4","0.1","0","Ternary","0","0","MO"
"2283","7","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2284","4","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2285","6","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2286","4","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2287","1","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2288","6","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2289","4","40","40","0.4","0.1","0","Ternary","0","0","MO"
"2290","5","40","40","0.4","0.1","0","Ternary","0","0","MO"
